Gammal kod	Gammalt namn	Ny kod	Nytt namn	Hel/Del	Datum ikraftträdande	Ändringstyp	Ändring
0712	Linneryd	0763	Tingsryd	Del	1971-01-01	10	Upphör; till befintlig
0712	Linneryd	0780	Växjö	Del	1971-01-01	10	Upphör; till befintlig
0713	Södra Sandsjö	0763	Tingsryd	Hel	1971-01-01	10	Upphör; till befintlig
0714	Väckelsång	0763	Tingsryd	Del	1971-01-01	10	Upphör; till befintlig
0714	Väckelsång	0780	Växjö	Del	1971-01-01	10	Upphör; till befintlig
0715	Urshult	0763	Tingsryd	Hel	1971-01-01	10	Upphör; till befintlig
0716	Almundsryd	0769	Almundsryd	Hel	1958-01-01	23	Kodändrad; annat än 20-22
0717	Mellersta Kinnevald	0780	Växjö	Hel	1971-01-01	10	Upphör; till befintlig
0718	Bergunda	0780	Växjö	Hel	1971-01-01	10	Upphör; till befintlig
0719	Rottne	0780	Växjö	Hel	1971-01-01	10	Upphör; till befintlig
0720	Lammhult	0780	Växjö	Hel	1971-01-01	10	Upphör; till befintlig
0721	Moheda	0764	Alvesta	Del	1971-01-01	10	Upphör; till befintlig
0721	Moheda	0780	Växjö	Del	1971-01-01	10	Upphör; till befintlig
0722	Hjortsberga	0764	Alvesta	Hel	1963-01-01	10	Upphör; till befintlig
0723	Vislanda	0764	Alvesta	Hel	1971-01-01	10	Upphör; till befintlig
0724	Skatelöv	0764	Alvesta	Hel	1971-01-01	10	Upphör; till befintlig
0725	Västra Torsås	0764	Alvesta	Hel	1971-01-01	10	Upphör; till befintlig
0726	Virestad	0765	Älmhult	Hel	1971-01-01	10	Upphör; till befintlig
0727	Stenbrohult	0765	Älmhult	Hel	1971-01-01	10	Upphör; till befintlig
0728	Ryssby	0781	Ljungby	Hel	1971-01-01	10	Upphör; till befintlig
0729	Hamneda	0781	Ljungby	Hel	1971-01-01	10	Upphör; till befintlig
0730	Berga	0781	Ljungby	Hel	1971-01-01	10	Upphör; till befintlig
0731	Annerstad	0781	Ljungby	Hel	1971-01-01	10	Upphör; till befintlig
0732	Lidhult	0781	Ljungby	Hel	1971-01-01	10	Upphör; till befintlig
0733	Göteryd	0765	Älmhult	Hel	1971-01-01	10	Upphör; till befintlig
0734	Markaryd landskommun	0767	Markaryd	Hel	1960-01-01	10	Upphör; till befintlig
0760	Åseda	0760	Åseda	Hel	1965-01-01	15	Utvidgas
0760	Åseda	0760	Uppvidinge	Hel	1971-01-01	16	Utvidgas och namnändras
0761	Lessebo	0761	Lessebo	Hel	1971-01-01	15	Utvidgas
0762	Hovmantorp	0761	Lessebo	Del	1971-01-01	10	Upphör; till befintlig
0762	Hovmantorp	0780	Växjö	Del	1971-01-01	10	Upphör; till befintlig
0763	Tingsryd	0763	Tingsryd	Hel	1971-01-01	15	Utvidgas
0764	Alvesta	0764	Alvesta	Hel	1963-01-01	15	Utvidgas
0764	Alvesta	0764	Alvesta	Hel	1971-01-01	15	Utvidgas
0764	Alvesta	0764	Alvesta	Hel	2006-01-01	15	Utvidgas
0765	Älmhult	0765	Älmhult	Hel	1971-01-01	15	Utvidgas
0766	Traryd	0767	Markaryd	Hel	1971-01-01	10	Upphör; till befintlig
0767	Markaryd	0767	Markaryd	Hel	1960-01-01	15	Utvidgas
0767	Markaryd	0767	Markaryd	Hel	1971-01-01	15	Utvidgas
0768	Lenhovda	0760	Uppvidinge	Hel	1971-01-01	10	Upphör; till befintlig
0769	Almundsryd	0769	Ryd	Hel	1967-01-01	40	Namnändrad (ej kodändrad)
0769	Ryd	0763	Tingsryd	Del	1971-01-01	10	Upphör; till befintlig
0769	Ryd	0765	Älmhult	Del	1971-01-01	10	Upphör; till befintlig
0780	Växjö	0780	Växjö	Hel	1971-01-01	15	Utvidgas
0780	Växjö	0764	Alvesta	Del	2006-01-01	14	Ger del/delar till befintlig
0781	Ljungby	0781	Ljungby	Hel	1971-01-01	15	Utvidgas
0801	Uknadalen	0561	Åtvidaberg	Del	1971-01-01	10	Upphör; till befintlig
0801	Uknadalen	0883	Västervik	Del	1971-01-01	10	Upphör; till befintlig
0802	Överum	0883	Västervik	Hel	1971-01-01	10	Upphör; till befintlig
0803	Tjust-Ed	0563	Valdemarsvik	Del	1971-01-01	10	Upphör; till befintlig
0803	Tjust-Ed	0883	Västervik	Del	1971-01-01	10	Upphör; till befintlig
0804	Loftahammar	0883	Västervik	Hel	1971-01-01	10	Upphör; till befintlig
0805	Gamleby	0883	Västervik	Hel	1971-01-01	10	Upphör; till befintlig
0806	Hallingeberg	0883	Västervik	Hel	1971-01-01	10	Upphör; till befintlig
0807	Gladhammar	0883	Västervik	Hel	1967-01-01	10	Upphör; till befintlig
0808	Hjorted	0883	Västervik	Hel	1971-01-01	10	Upphör; till befintlig
0809	Locknevi	0883	Västervik	Del	1971-01-01	10	Upphör; till befintlig
0809	Locknevi	0884	Vimmerby	Del	1971-01-01	10	Upphör; till befintlig
0810	Södra Vi	0884	Vimmerby	Hel	1971-01-01	10	Upphör; till befintlig
0811	Sevede	0884	Vimmerby	Hel	1971-01-01	10	Upphör; till befintlig
0812	Tuna	0884	Vimmerby	Hel	1971-01-01	10	Upphör; till befintlig
0813	Misterhult	0882	Oskarshamn	Hel	1967-01-01	10	Upphör; till befintlig
0814	Kristdala	0882	Oskarshamn	Hel	1967-01-01	10	Upphör; till befintlig
0815	Vena	0860	Hultsfred	Hel	1971-01-01	10	Upphör; till befintlig
0816	Lönneberga	0860	Hultsfred	Hel	1969-01-01	10	Upphör; till befintlig
0817	Målilla	0860	Hultsfred	Hel	1969-01-01	10	Upphör; till befintlig
0818	Virserum	0863	Virserum	Hel	1956-01-01	23	Kodändrad; annat än 20-22
0819	Mörlunda	0860	Hultsfred	Hel	1971-01-01	10	Upphör; till befintlig
0820	Fagerhult	0821	Högsby	Hel	1969-01-01	10	Upphör; till befintlig
0821	Högsby	0821	Högsby	Hel	1969-01-01	15	Utvidgas
0822	Fliseryd	0861	Mönsterås	Hel	1974-01-01	10	Upphör; till befintlig
0823	Döderhult	0882	Oskarshamn	Hel	1967-01-01	10	Upphör; till befintlig
0824	Ålem	0861	Mönsterås	Hel	1974-01-01	10	Upphör; till befintlig
0825	Alsterbro	0881	Nybro	Hel	1969-01-01	10	Upphör; till befintlig
0826	Ryssby	0880	Kalmar	Hel	1971-01-01	10	Upphör; till befintlig
0827	Läckeby	0880	Kalmar	Hel	1971-01-01	10	Upphör; till befintlig
0828	Dörby	0880	Kalmar	Hel	1965-01-01	10	Upphör; till befintlig
0829	Ljungbyholm	0880	Kalmar	Hel	1971-01-01	10	Upphör; till befintlig
0830	Södermöre	0880	Kalmar	Hel	1971-01-01	10	Upphör; till befintlig
0831	Mortorp	0880	Kalmar	Hel	1971-01-01	10	Upphör; till befintlig
0832	Madesjö	0881	Nybro	Hel	1969-01-01	10	Upphör; till befintlig
0833	Vissefjärda	0862	Emmaboda	Hel	1969-01-01	10	Upphör; till befintlig
0834	Torsås	0834	Torsås	Hel	1971-01-01	15	Utvidgas
0835	Söderåkra	0834	Torsås	Hel	1971-01-01	10	Upphör; till befintlig
0836	Ölands-Åkerbo	0885	Borgholm	Hel	1974-01-01	10	Upphör; till befintlig
0837	Köpingsvik	0885	Borgholm	Hel	1969-01-01	10	Upphör; till befintlig
0838	Gärdslösa	0885	Borgholm	Hel	1969-01-01	10	Upphör; till befintlig
0839	Torslunda	0840	Mörbylånga	Hel	1974-01-01	10	Upphör; till befintlig
0840	Mörbylånga	0840	Mörbylånga	Hel	1967-01-01	15	Utvidgas
0840	Mörbylånga	0840	Mörbylånga	Hel	1974-01-01	15	Utvidgas
0841	Ottenby	0840	Mörbylånga	Hel	1967-01-01	10	Upphör; till befintlig
0860	Hultsfred	0860	Hultsfred	Hel	1969-01-01	15	Utvidgas
0860	Hultsfred	0860	Hultsfred	Hel	1971-01-01	15	Utvidgas
0861	Mönsterås	0861	Mönsterås	Hel	1974-01-01	15	Utvidgas
0862	Emmaboda	0862	Emmaboda	Hel	1969-01-01	15	Utvidgas
0862	Emmaboda	0862	Emmaboda	Hel	1971-01-01	15	Utvidgas
0863	Virserum	0860	Hultsfred	Hel	1971-01-01	10	Upphör; till befintlig
0880	Kalmar	0880	Kalmar	Hel	1965-01-01	15	Utvidgas
0880	Kalmar	0880	Kalmar	Hel	1971-01-01	15	Utvidgas
0881	Nybro	0881	Nybro	Hel	1969-01-01	15	Utvidgas
0882	Oskarshamn	0882	Oskarshamn	Hel	1967-01-01	15	Utvidgas
0882	Oskarshamn	0883	Västervik	Del	2012-05-01	14	Ger del/delar till befintlig
0883	Västervik	0883	Västervik	Hel	1967-01-01	15	Utvidgas
0883	Västervik	0883	Västervik	Hel	1971-01-01	15	Utvidgas
0883	Västervik	0883	Västervik	Hel	2012-05-01	15	Utvidgas
0884	Vimmerby	0884	Vimmerby	Hel	1971-01-01	15	Utvidgas
0885	Borgholm	0885	Borgholm	Hel	1969-01-01	15	Utvidgas
0885	Borgholm	0885	Borgholm	Hel	1974-01-01	15	Utvidgas
0901	Fårösund	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0902	Lärbro	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0903	Tingstäde	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0904	Dalhem	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0905	Romakloster	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0906	Stenkumla	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0907	Klintehamn	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0908	Ljugarn	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0909	Stånga	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0910	Hemse	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0911	Havdhem	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0912	Hoburg	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0960	Slite	0980	Gotland	Hel	1971-01-01	10	Upphör; till befintlig
0980	Visby	0980	Gotland	Hel	1971-01-01	16	Utvidgas och namnändras
1001	Jämjö	1001	Jämjö	Hel	1963-01-01	15	Utvidgas
1001	Jämjö	1080	Karlskrona	Hel	1974-01-01	10	Upphör; till befintlig
1002	Sturkö	1001	Jämjö	Hel	1963-01-01	10	Upphör; till befintlig
1003	Ramdala	1001	Jämjö	Hel	1963-01-01	10	Upphör; till befintlig
1004	Lyckeby	1080	Karlskrona	Hel	1967-01-01	10	Upphör; till befintlig
1005	Rödeby	1080	Karlskrona	Hel	1974-01-01	10	Upphör; till befintlig
1006	Fridlevstad	1006	Fridlevstad	Hel	1963-01-01	15	Utvidgas
1006	Fridlevstad	1080	Karlskrona	Hel	1974-01-01	10	Upphör; till befintlig
1007	Nättraby	1080	Karlskrona	Hel	1974-01-01	10	Upphör; till befintlig
1008	Hasslö	1080	Karlskrona	Hel	1974-01-01	10	Upphör; till befintlig
1009	Listerby	1081	Ronneby	Hel	1967-01-01	10	Upphör; till befintlig
1010	Tving	1006	Fridlevstad	Del	1963-01-01	10	Upphör; till befintlig
1010	Tving	1011	Kallinge	Del	1963-01-01	10	Upphör; till befintlig
1011	Ronneby landskommun	1011	Kallinge	Hel	1963-01-01	16	Utvidgas och namnändras
1011	Kallinge	1081	Ronneby	Hel	1967-01-01	10	Upphör; till befintlig
1012	Hallabro	1011	Kallinge	Hel	1963-01-01	10	Upphör; till befintlig
1013	Bräkne-Hoby	1081	Ronneby	Hel	1967-01-01	10	Upphör; till befintlig
1014	Hällaryd	1082	Karlshamn	Hel	1967-01-01	10	Upphör; till befintlig
1015	Asarum	1082	Karlshamn	Hel	1967-01-01	10	Upphör; till befintlig
1016	Kyrkhult	1060	Olofström	Hel	1967-01-01	10	Upphör; till befintlig
1017	Jämshög	1060	Olofström	Hel	1967-01-01	10	Upphör; till befintlig
1018	Mörrum	1082	Karlshamn	Hel	1967-01-01	10	Upphör; till befintlig
1019	Gammalstorp	1083	Sölvesborg	Hel	1971-01-01	10	Upphör; till befintlig
1020	Mjällby	1083	Sölvesborg	Hel	1971-01-01	10	Upphör; till befintlig
1060	Olofström	1060	Olofström	Hel	1967-01-01	15	Utvidgas
1080	Karlskrona	1080	Karlskrona	Hel	1967-01-01	15	Utvidgas
1080	Karlskrona	1080	Karlskrona	Hel	1974-01-01	15	Utvidgas
1081	Ronneby	1081	Ronneby	Hel	1967-01-01	15	Utvidgas
1082	Karlshamn	1082	Karlshamn	Hel	1967-01-01	15	Utvidgas
1083	Sölvesborg	1083	Sölvesborg	Hel	1971-01-01	15	Utvidgas
1101	Tommarp	1181	Simrishamn	Hel	1969-01-01	10	Upphör; till befintlig
1102	Hammenhög	1160	Tomelilla	Del	1969-01-01	10	Upphör; till befintlig
1102	Hammenhög	1181	Simrishamn	Del	1969-01-01	10	Upphör; till befintlig
1103	Borrby	1181	Simrishamn	Hel	1969-01-01	10	Upphör; till befintlig
1104	Löderup	1286	Ystad	Hel	1971-01-01	10	Upphör; till befintlig
1105	Glemmingebro	1160	Tomelilla	Del	1971-01-01	10	Upphör; till befintlig
1105	Glemmingebro	1286	Ystad	Del	1971-01-01	10	Upphör; till befintlig
1106	Onslunda	1160	Tomelilla	Hel	1969-01-01	10	Upphör; till befintlig
1107	Smedstorp	1160	Tomelilla	Hel	1969-01-01	10	Upphör; till befintlig
1108	Kivik	1181	Simrishamn	Hel	1974-01-01	10	Upphör; till befintlig
1109	Brösarp	1160	Tomelilla	Del	1969-01-01	10	Upphör; till befintlig
1109	Brösarp	1181	Simrishamn	Del	1969-01-01	10	Upphör; till befintlig
1110	Degeberga	1180	Kristianstad	Hel	1974-01-01	10	Upphör; till befintlig
1111	Everöd	1180	Kristianstad	Hel	1971-01-01	10	Upphör; till befintlig
1112	Tollarp	1180	Kristianstad	Hel	1974-01-01	10	Upphör; till befintlig
1113	Träne	1180	Kristianstad	Hel	1967-01-01	10	Upphör; till befintlig
1114	Vä	1180	Kristianstad	Hel	1967-01-01	10	Upphör; till befintlig
1115	Fjälkinge	1180	Kristianstad	Hel	1971-01-01	10	Upphör; till befintlig
1116	Nosaby	1180	Kristianstad	Hel	1967-01-01	10	Upphör; till befintlig
1117	Ivetofta	1162	Bromölla	Hel	1967-01-01	10	Upphör; till befintlig
1118	Näsum	1162	Bromölla	Hel	1974-01-01	10	Upphör; till befintlig
1119	Oppmanna och Vånga	1180	Kristianstad	Hel	1974-01-01	10	Upphör; till befintlig
1120	Hjärsås	1121	Östra Göinge	Hel	1974-01-01	10	Upphör; till befintlig
1121	Knislinge	1121	Östra Göinge	Hel	1974-01-01	16	Utvidgas och namnändras
1121	Östra Göinge	1256	Östra Göinge	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1122	Araslöv	1180	Kristianstad	Hel	1967-01-01	10	Upphör; till befintlig
1123	Broby	1121	Östra Göinge	Hel	1974-01-01	10	Upphör; till befintlig
1124	Glimåkra	1121	Östra Göinge	Hel	1974-01-01	10	Upphör; till befintlig
1125	Örkened	1163	Osby	Hel	1974-01-01	10	Upphör; till befintlig
1126	Loshult	1163	Osby	Hel	1974-01-01	10	Upphör; till befintlig
1127	Osby landskommun	1163	Osby	Hel	1962-01-01	10	Upphör; till befintlig
1128	Hästveda	1183	Hässleholm	Hel	1974-01-01	10	Upphör; till befintlig
1129	Vittsjö	1163	Osby	Del	1974-01-01	10	Upphör; till befintlig
1129	Vittsjö	1183	Hässleholm	Del	1974-01-01	10	Upphör; till befintlig
1130	Bjärnum	1183	Hässleholm	Hel	1974-01-01	10	Upphör; till befintlig
1131	Stoby	1183	Hässleholm	Hel	1971-01-01	10	Upphör; till befintlig
1132	Vinslövs landskommun	1132	Vinslöv	Hel	1971-01-01	40	Namnändrad (ej kodändrad)
1132	Vinslöv	1183	Hässleholm	Hel	1974-01-01	10	Upphör; till befintlig
1133	Sösdala	1183	Hässleholm	Hel	1974-01-01	10	Upphör; till befintlig
1134	Tyringe	1183	Hässleholm	Hel	1974-01-01	10	Upphör; till befintlig
1135	Riseberga	1166	Klippan	Hel	1974-01-01	10	Upphör; till befintlig
1136	Skånes-Fagerhult	1137	Örkelljunga	Hel	1971-01-01	10	Upphör; till befintlig
1137	Örkelljunga	1137	Örkelljunga	Hel	1971-01-01	15	Utvidgas
1137	Örkelljunga	1257	Örkelljunga	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1138	Munka-Ljungby	1182	Ängelholm	Hel	1971-01-01	10	Upphör; till befintlig
1139	Östra Ljungby	1166	Klippan	Del	1974-01-01	10	Upphör; till befintlig
1139	Östra Ljungby	1182	Ängelholm	Del	1974-01-01	10	Upphör; till befintlig
1140	Kvidinge	1167	Åstorp	Hel	1974-01-01	10	Upphör; till befintlig
1141	Ausås	1182	Ängelholm	Hel	1971-01-01	10	Upphör; till befintlig
1142	Barkåkra	1182	Ängelholm	Hel	1971-01-01	10	Upphör; till befintlig
1143	Hjärnarp	1182	Ängelholm	Hel	1971-01-01	10	Upphör; till befintlig
1144	Förslövsholm	1168	Båstad	Hel	1971-01-01	10	Upphör; till befintlig
1145	Västra Bjäre	1168	Båstad	Hel	1971-01-01	10	Upphör; till befintlig
1160	Tomelilla	1160	Tomelilla	Hel	1969-01-01	15	Utvidgas
1160	Tomelilla	1160	Tomelilla	Hel	1971-01-01	15	Utvidgas
1160	Tomelilla	1270	Tomelilla	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1161	Åhus	1180	Kristianstad	Hel	1971-01-01	10	Upphör; till befintlig
1162	Bromölla	1162	Bromölla	Hel	1967-01-01	15	Utvidgas
1162	Bromölla	1162	Bromölla	Hel	1974-01-01	15	Utvidgas
1162	Bromölla	1272	Bromölla	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1163	Osby	1163	Osby	Hel	1962-01-01	15	Utvidgas
1163	Osby	1163	Osby	Hel	1974-01-01	15	Utvidgas
1163	Osby	1273	Osby	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1164	Vinslövs köping	1164	Vinslövs Centralkommun	Hel	1971-01-01	40	Namnändrad (ej kodändrad)
1164	Vinslövs Centralkommun	1183	Hässleholm	Hel	1974-01-01	10	Upphör; till befintlig
1165	Perstorp	1275	Perstorp	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1166	Klippan	1166	Klippan	Hel	1974-01-01	15	Utvidgas
1166	Klippan	1276	Klippan	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1167	Åstorp	1167	Åstorp	Hel	1974-01-01	15	Utvidgas
1167	Åstorp	1277	Åstorp	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1168	Båstad	1168	Båstad	Hel	1971-01-01	15	Utvidgas
1168	Båstad	1278	Båstad	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1180	Kristianstad	1180	Kristianstad	Hel	1967-01-01	15	Utvidgas
1180	Kristianstad	1180	Kristianstad	Hel	1971-01-01	15	Utvidgas
1180	Kristianstad	1180	Kristianstad	Hel	1974-01-01	15	Utvidgas
1180	Kristianstad	1290	Kristianstad	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1181	Simrishamn	1181	Simrishamn	Hel	1969-01-01	15	Utvidgas
1181	Simrishamn	1181	Simrishamn	Hel	1974-01-01	15	Utvidgas
1181	Simrishamn	1291	Simrishamn	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1182	Ängelholm	1182	Ängelholm	Hel	1971-01-01	15	Utvidgas
1182	Ängelholm	1182	Ängelholm	Hel	1974-01-01	15	Utvidgas
1182	Ängelholm	1292	Ängelholm	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1183	Hässleholm	1183	Hässleholm	Hel	1971-01-01	15	Utvidgas
1183	Hässleholm	1183	Hässleholm	Hel	1974-01-01	15	Utvidgas
1183	Hässleholm	1293	Hässleholm	Hel	1997-01-01	20	Kodändrad; ny länstillhörighet
1201	Brunnby	1284	Höganäs	Hel	1971-01-01	10	Upphör; till befintlig
1202	Väsby	1284	Höganäs	Hel	1967-01-01	10	Upphör; till befintlig
1203	Jonstorp	1284	Höganäs	Hel	1971-01-01	10	Upphör; till befintlig
1204	Kattarp	1283	Helsingborg	Hel	1971-01-01	10	Upphör; till befintlig
1205	Ödåkra	1283	Helsingborg	Hel	1971-01-01	10	Upphör; till befintlig
1206	Mörarp	1283	Helsingborg	Hel	1971-01-01	10	Upphör; till befintlig
1207	Billesholm	1260	Bjuv	Hel	1974-01-01	10	Upphör; till befintlig
1208	Kågeröd	1214	Svalöv	Hel	1969-01-01	10	Upphör; till befintlig
1209	Ekeby	1260	Bjuv	Hel	1974-01-01	10	Upphör; till befintlig
1210	Vallåkra	1283	Helsingborg	Hel	1971-01-01	10	Upphör; till befintlig
1211	Sankt lbb	1282	Landskrona	Hel	1959-01-01	10	Upphör; till befintlig
1212	Härslöv	1282	Landskrona	Hel	1974-01-01	10	Upphör; till befintlig
1213	Rönneberga	1214	Svalöv	Del	1969-01-01	10	Upphör; till befintlig
1213	Rönneberga	1282	Landskrona	Del	1969-01-01	10	Upphör; till befintlig
1214	Svalöv	1214	Svalöv	Hel	1969-01-01	15	Utvidgas
1214	Svalöv	1214	Svalöv	Hel	1971-01-01	15	Utvidgas
1215	Teckomatorp	1214	Svalöv	Del	1969-01-01	10	Upphör; till befintlig
1215	Teckomatorp	1261	Kävlinge	Del	1969-01-01	10	Upphör; till befintlig
1216	Marieholm	1214	Svalöv	Del	1971-01-01	10	Upphör; till befintlig
1216	Marieholm	1285	Eslöv	Del	1971-01-01	10	Upphör; till befintlig
1217	Röstånga	1214	Svalöv	Del	1969-01-01	10	Upphör; till befintlig
1217	Röstånga	1285	Eslöv	Del	1969-01-01	10	Upphör; till befintlig
1218	Bosarp	1285	Eslöv	Hel	1967-01-01	10	Upphör; till befintlig
1219	Harrie	1261	Kävlinge	Del	1969-01-01	10	Upphör; till befintlig
1219	Harrie	1285	Eslöv	Del	1969-01-01	10	Upphör; till befintlig
1220	Dösjebro	1261	Kävlinge	Del	1967-01-01	10	Upphör; till befintlig
1220	Dösjebro	1282	Landskrona	Del	1967-01-01	10	Upphör; till befintlig
1221	Löddeköpinge	1261	Kävlinge	Hel	1974-01-01	10	Upphör; till befintlig
1223	Flädie	1262	Lomma	Hel	1963-01-01	10	Upphör; till befintlig
1224	Torn	1281	Lund	Hel	1967-01-01	10	Upphör; till befintlig
1225	Södra Sandby	1281	Lund	Hel	1974-01-01	10	Upphör; till befintlig
1226	Dalby	1281	Lund	Hel	1974-01-01	10	Upphör; till befintlig
1227	Genarp	1281	Lund	Hel	1974-01-01	10	Upphör; till befintlig
1228	Veberöd	1281	Lund	Hel	1974-01-01	10	Upphör; till befintlig
1229	Bara	1263	Svedala	Hel	1977-01-01	10	Upphör; till befintlig
1232	Bunkeflo	1280	Malmö	Hel	1971-01-01	10	Upphör; till befintlig
1233	Vellinge	1233	Vellinge	Hel	1974-01-01	15	Utvidgas
1234	Räng	1233	Vellinge	Hel	1974-01-01	10	Upphör; till befintlig
1235	Skegrie	1287	Trelleborg	Hel	1967-01-01	10	Upphör; till befintlig
1236	Månstorp	1233	Vellinge	Del	1974-01-01	10	Upphör; till befintlig
1236	Månstorp	1263	Svedala	Del	1974-01-01	10	Upphör; till befintlig
1237	Oxie	1280	Malmö	Hel	1967-01-01	10	Upphör; till befintlig
1238	Alstad	1287	Trelleborg	Hel	1967-01-01	10	Upphör; till befintlig
1239	Gislöv	1287	Trelleborg	Hel	1967-01-01	10	Upphör; till befintlig
1240	Klagstorp	1287	Trelleborg	Hel	1967-01-01	10	Upphör; till befintlig
1241	Anderslöv	1263	Svedala	Del	1967-01-01	10	Upphör; till befintlig
1241	Anderslöv	1287	Trelleborg	Del	1967-01-01	10	Upphör; till befintlig
1242	Vemmenhög	1264	Skurup	Hel	1971-01-01	10	Upphör; till befintlig
1243	Rydsgård	1264	Skurup	Hel	1971-01-01	10	Upphör; till befintlig
1244	Ljunits	1286	Ystad	Hel	1971-01-01	10	Upphör; till befintlig
1245	Herrestad	1286	Ystad	Hel	1971-01-01	10	Upphör; till befintlig
1246	Blentarp	1265	Sjöbo	Hel	1974-01-01	10	Upphör; till befintlig
1247	Östra Färs	1265	Sjöbo	Hel	1974-01-01	10	Upphör; till befintlig
1248	Vollsjö	1265	Sjöbo	Hel	1974-01-01	10	Upphör; till befintlig
1249	Bjärsjölagård	1265	Sjöbo	Del	1974-01-01	10	Upphör; till befintlig
1249	Bjärsjölagård	1266	Hörby	Del	1974-01-01	10	Upphör; till befintlig
1250	Långaröd	1266	Hörby	Hel	1969-01-01	10	Upphör; till befintlig
1251	Östra Frosta	1266	Hörby	Hel	1969-01-01	10	Upphör; till befintlig
1252	Löberöd	1285	Eslöv	Hel	1971-01-01	10	Upphör; till befintlig
1253	Skarhult	1285	Eslöv	Hel	1971-01-01	10	Upphör; till befintlig
1254	Snogeröd	1267	Höör	Del	1969-01-01	10	Upphör; till befintlig
1254	Snogeröd	1285	Eslöv	Del	1969-01-01	10	Upphör; till befintlig
1255	Norra Frosta	1267	Höör	Hel	1969-01-01	10	Upphör; till befintlig
1260	Bjuv	1260	Bjuv	Hel	1974-01-01	15	Utvidgas
1261	Kävlinge	1261	Kävlinge	Hel	1967-01-01	15	Utvidgas
1261	Kävlinge	1261	Kävlinge	Hel	1969-01-01	15	Utvidgas
1261	Kävlinge	1261	Kävlinge	Hel	1974-01-01	15	Utvidgas
1262	Lomma	1262	Lomma	Hel	1963-01-01	15	Utvidgas
1263	Svedala	1263	Svedala	Hel	1967-01-01	15	Utvidgas
1263	Svedala	1263	Svedala	Hel	1974-01-01	15	Utvidgas
1263	Svedala	1263	Svedala	Hel	1977-01-01	15	Utvidgas
1264	Skurup	1264	Skurup	Hel	1971-01-01	15	Utvidgas
1265	Sjöbo	1265	Sjöbo	Hel	1974-01-01	15	Utvidgas
1266	Hörby	1266	Hörby	Hel	1969-01-01	15	Utvidgas
1266	Hörby	1266	Hörby	Hel	1974-01-01	15	Utvidgas
1267	Höör	1267	Höör	Hel	1969-01-01	15	Utvidgas
1268	Furulund	1261	Kävlinge	Hel	1969-01-01	10	Upphör; till befintlig
1280	Malmö	1280	Malmö	Hel	1967-01-01	15	Utvidgas
1280	Malmö	1280	Malmö	Hel	1971-01-01	15	Utvidgas
1281	Lund	1281	Lund	Hel	1967-01-01	15	Utvidgas
1281	Lund	1281	Lund	Hel	1974-01-01	15	Utvidgas
1282	Landskrona	1282	Landskrona	Hel	1959-01-01	15	Utvidgas
1282	Landskrona	1282	Landskrona	Hel	1967-01-01	15	Utvidgas
1282	Landskrona	1282	Landskrona	Hel	1969-01-01	15	Utvidgas
1282	Landskrona	1282	Landskrona	Hel	1974-01-01	15	Utvidgas
1283	Hälsingborg	1283	Helsingborg	Hel	1971-01-01	16	Utvidgas och namnändras
1284	Höganäs	1284	Höganäs	Hel	1967-01-01	15	Utvidgas
1284	Höganäs	1284	Höganäs	Hel	1971-01-01	15	Utvidgas
1285	Eslöv	1285	Eslöv	Hel	1967-01-01	15	Utvidgas
1285	Eslöv	1285	Eslöv	Hel	1969-01-01	15	Utvidgas
1285	Eslöv	1285	Eslöv	Hel	1971-01-01	15	Utvidgas
1286	Ystad	1286	Ystad	Hel	1971-01-01	15	Utvidgas
1287	Trelleborg	1287	Trelleborg	Hel	1967-01-01	15	Utvidgas
1288	Skanör med Falsterbo	1233	Vellinge	Hel	1974-01-01	10	Upphör; till befintlig
1301	Hishult	1381	Laholm	Hel	1974-01-01	10	Upphör; till befintlig
1302	Våxtorp	1381	Laholm	Hel	1971-01-01	10	Upphör; till befintlig
1303	Karup	1168	Båstad	Del	1971-01-01	10	Upphör; till befintlig
