stfips,F,M,county_name,state,cat_rucc,a_dbcp_ln_sept,a_tdi_ln_sept,a_2np_ln_sept,a_acetophenone_ln_sept,a_acrolein_ln_sept,a_acrylic_acid_ln_sept,a_c3h3n_ln_sept,a_sb_ln_sept,a_benzidine_ln_sept,a_biphenyl_ln_sept,a_dehp_ln_sept,a_cd_ln_sept,a_cs2_ln_sept,a_cl_ln_sept,a_c6h5cl_ln_sept,a_chloroform_ln_sept,a_chloroprene_ln_sept,a_cr_ln_sept,a_cresol_ln_sept,a_cumene_ln_sept,a_cn_ln_sept,a_dbp_ln_sept,a_diesel_ln_sept,a_me2_phthalate_ln_sept,a_ech_ln_sept,a_etacrylate_ln_sept,a_etcl_ln_sept,a_egly_ln_sept,a_eox_ln_sept,a_hexane_ln_sept,a_n2h2_ln_sept,a_hcl_ln_sept,a_isophorone_ln_sept,a_pb_ln_sept,a_mn_ln_sept,a_hg_ln_sept,a_meoh_ln_sept,a_mibk_ln_sept,a_mma_ln_sept,a_mecl_ln_sept,a_mehydrazine_ln_sept,a_otoluidine_ln_sept,a_pahpom_ln_sept,a_ph3_ln_sept,a_p_ln_sept,a_proo_ln_sept,a_quinoline_ln_sept,a_stryene_ln_sept,a_c2hcl3_ln_sept,a_11dce_ln_sept,a_pm10_mean_ln_sept,a_pm25_mean_sept,a_co_mean_ln_sept,per_totpopss_ave_sept,per_pswithsw_ave_sept,d303_percent_sept,sewagenpdesperkm_sept,indnpdesperkm_sept,stormnpdesperkm_sept,numdays_rain_activity_tot_sept,avgofd3_ave_sept,na_ln_ave_sept,no3_mean_ave_sept,cl_ln_ave_sept,hg_ln_ave_sept,mean_hg_ln_sept,mean_pb_ln_sept,mean_ti_pct_ln_sept,mean_fe_pct_ln_sept,radon_zone_sept,pct_au_ln_sept,pct_manure_acres_ln_sept,pct_irrigated_acres_ln_sept,farms_per_acre_ln_sept,fungicides_ln_sept,facilities_rate_log_sept,hwyprop_sept,ryprop_sept,rate_food_env_neg_sept,pct_pub_transport_log_sept,rate_al_pn_gm_env_log_sept,rate_civic_env_log_sept,rate_ed_env_log_sept,rate_ent_env_log_sept,rate_hc_env_log_sept,rate_trans_env_log_sept,to_unit_rate_log_sept,fatal_rate_log_sept,pct_rent_occ_sept,pct_vac_units_sept,pct_pers_lt_pov_sept,pct_no_eng_sept,pct_hs_more_sept,pct_unemp_sept,med_rooms_sept,work_out_co_sept,pct_mt_10units_log_sept,violent_rate_log_sept,cluster_ward_1_sept,cluster_ward_2_sept,cluster_ward_3_sept,cluster_ward_4_sept,cluster_ward_5_sept,cluster_ward_6_sept,cluster_ward_7_sept,cluster_ward_8_sept,cluster_ward_9_sept,cluster_ward_10_sept,cluster_ward_11_sept,cluster_ward_12_sept,cluster_ward_13_sept,cluster_ward_14_sept,cluster_ward_15_sept,cluster_ward_16_sept,cluster_ward_17_sept,cluster_ward_18_sept,cluster_ward_19_sept,cluster_ward_20_sept,cluster_ward_21_sept,cluster_ward_22_sept,cluster_ward_23_sept,cluster_ward_24_sept,cluster_ward_25_sept,cluster_ward_26_sept
8043,32,21,Fremont County,CO,2,1,1,1,4,2,1,5,2,1,5,4,2,2,2,3,3,1,3,3,3,4,3,2,3,1,1,3,3,3,3,5,4,3,3,3,3,4,2,3,4,3,1,3,1,4,2,1,2,2,5,5,1,2,2,7,3,1,2,1,1,7,2,5,1,2,6,7,6,7,1,7,2,6,7,1,1,5,1,1,5,6,5,2,6,5,3,1,3,4,4,3,5,4,2,2,3,5,5,1,1,5,5,4,5,5,4,7,7,1,7,2,7,6,2,1,1,1,3,2,2,6,5,5,6
8045,125,131,Garfield County,CO,2,3,1,1,5,7,1,4,2,1,6,3,2,2,1,2,2,1,2,3,3,3,4,2,4,1,1,2,4,2,3,1,2,2,2,1,2,3,2,4,3,2,1,7,2,1,1,3,2,1,3,7,1,2,4,6,3,1,5,1,1,7,2,3,1,1,3,5,3,5,1,3,2,6,6,6,1,6,1,7,7,7,6,5,7,7,5,1,2,7,2,1,7,6,1,2,3,6,4,1,1,3,5,2,3,5,1,5,5,1,7,4,7,6,2,2,1,1,3,1,2,7,7,5,6
8047,3,1,Gilpin County,CO,1,1,1,1,3,6,1,5,6,1,5,4,2,1,4,1,3,1,3,4,2,2,4,4,2,1,1,3,3,5,3,6,2,4,3,2,3,3,2,1,2,7,1,5,1,5,2,3,2,2,2,6,2,3,7,6,2,1,6,1,1,6,1,5,1,2,7,7,6,7,1,5,1,1,1,1,1,1,3,2,6,1,1,7,7,1,7,1,4,3,7,1,4,7,1,1,7,6,4,2,1,5,4,3,2,1,5,7,7,1,5,3,6,5,1,1,3,1,1,1,2,7,4,5,3
8049,15,21,Grand County,CO,4,1,1,1,2,4,1,4,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,4,1,5,1,2,2,1,1,1,1,1,2,4,1,3,1,3,1,2,1,2,2,5,1,2,4,5,1,1,3,1,1,5,1,3,1,2,5,7,6,7,1,2,2,6,5,1,2,6,1,7,7,7,5,5,7,6,6,1,5,6,7,1,5,7,1,1,2,7,3,1,1,4,2,1,1,2,3,7,7,1,5,1,6,5,1,1,1,1,2,1,2,7,7,5,6
8051,8,15,Gunnison County,CO,3,1,1,1,4,2,1,5,1,1,6,3,1,3,1,4,3,1,1,2,3,2,3,1,3,1,1,3,3,3,2,4,2,1,6,1,2,3,1,3,4,1,1,6,1,1,1,3,1,2,6,7,1,2,3,5,2,1,2,1,1,7,1,2,1,1,6,7,6,7,1,2,3,5,4,1,1,2,1,5,7,7,4,2,7,5,7,1,5,7,7,5,5,7,4,1,1,7,5,1,1,1,3,1,2,3,1,7,7,1,6,2,7,7,2,1,1,1,1,1,2,7,7,4,6
8053,1,0,Hinsdale County,CO,4,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,1,6,1,3,5,1,3,1,1,1,1,7,1,3,1,1,5,7,7,7,3,1,1,3,2,1,1,1,2,7,5,1,1,7,7,7,1,1,1,7,7,1,4,7,1,1,2,1,6,1,1,1,1,1,1,1,1,7,7,1,6,1,7,3,1,1,1,1,1,1,2,7,7,4,2
8055,4,0,Huerfano County,CO,3,1,1,1,2,2,1,5,2,1,4,3,1,3,1,4,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,3,1,2,1,2,1,1,1,1,3,2,1,3,1,1,1,1,1,2,5,4,1,2,4,6,3,1,2,1,1,7,3,5,1,1,5,7,6,7,1,6,3,6,3,1,1,7,1,7,4,7,6,3,6,6,6,1,7,6,7,6,7,4,7,1,2,2,6,1,1,4,2,2,1,2,4,6,7,1,7,1,7,7,1,1,1,1,3,1,1,3,7,5,6
8059,1234,1265,Jefferson County,CO,1,1,2,1,6,7,1,7,7,1,6,7,4,5,5,5,7,5,6,6,7,7,7,7,6,4,1,7,6,7,7,7,5,7,6,4,6,6,4,5,7,6,5,5,3,5,5,5,7,4,7,7,2,2,3,6,3,1,7,5,1,7,1,6,1,2,5,7,6,7,1,4,2,5,6,1,2,4,5,3,7,5,3,6,6,7,5,1,2,5,1,1,6,7,1,7,6,7,4,2,1,7,7,6,7,7,7,6,7,1,5,7,6,7,6,1,6,1,2,2,3,7,5,5,6
8061,3,1,Kiowa County,CO,4,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,4,1,1,5,1,4,1,1,1,1,7,3,6,2,2,4,6,4,5,1,2,2,4,1,1,7,2,2,2,5,6,1,1,1,4,1,1,7,6,6,4,3,6,1,5,2,1,4,1,1,1,1,1,1,1,1,5,7,1,7,1,5,2,1,4,1,1,5,1,1,1,1,7,6
8063,7,8,Kit Carson County,CO,3,1,1,1,1,1,1,4,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,5,1,1,6,1,1,1,7,2,7,1,2,1,6,4,4,1,3,2,7,6,1,7,6,1,7,4,4,1,3,4,5,7,1,7,5,5,4,6,3,1,6,1,5,4,1,1,1,1,1,1,2,1,5,6,1,3,1,5,6,1,7,1,1,6,5,1,4,7,7,7
8065,11,8,Lake County,CO,3,1,1,1,3,6,1,4,1,1,6,3,1,1,1,2,4,1,2,2,2,2,3,2,2,1,1,2,2,4,3,5,1,1,5,3,1,2,1,2,2,3,1,6,2,4,1,3,3,2,2,6,1,2,5,6,7,1,5,1,1,7,1,3,1,2,7,7,6,7,1,6,1,2,3,1,4,6,2,5,7,7,1,3,7,3,6,1,5,6,7,4,7,4,5,1,6,7,4,1,1,1,4,1,2,2,1,7,7,1,5,2,5,6,2,1,1,1,2,1,1,6,7,4,6
8067,113,123,La Plata County,CO,3,1,2,1,5,7,1,3,2,1,7,2,2,1,2,1,4,1,6,2,4,5,5,2,4,1,1,1,5,6,4,2,3,2,2,5,3,5,2,4,4,4,1,7,1,1,2,4,2,1,1,6,1,2,4,6,2,1,4,1,1,7,1,3,1,1,4,7,4,6,3,1,4,7,7,1,2,4,1,7,6,7,6,6,7,7,7,1,5,6,6,3,6,7,4,2,1,6,4,2,1,4,6,3,5,5,3,6,6,1,5,3,6,5,2,2,1,1,2,1,3,7,7,5,6
8069,707,819,Larimer County,CO,1,1,2,1,5,5,1,5,3,1,6,4,3,2,3,2,5,1,4,4,4,5,5,6,5,1,1,3,6,4,6,5,3,3,5,3,6,6,3,4,6,5,6,4,3,7,3,1,5,2,5,5,1,2,1,7,2,1,5,5,1,5,1,5,1,2,4,7,5,7,1,1,3,6,7,6,2,4,5,4,6,5,4,6,7,7,4,1,4,6,2,2,6,7,2,6,2,7,3,1,1,5,6,4,6,7,5,5,7,1,5,5,6,6,3,4,5,1,3,5,2,7,7,6,6
8071,11,17,Las Animas County,CO,3,1,1,1,2,6,1,5,1,1,4,2,1,4,1,5,3,1,1,2,3,2,2,1,2,1,1,4,2,2,3,1,1,2,1,1,1,2,1,2,3,1,1,4,1,1,1,1,1,2,6,2,1,1,4,6,5,1,2,1,1,7,1,6,1,1,4,6,4,5,1,2,1,6,2,1,1,3,1,1,5,7,4,1,7,5,3,1,4,6,6,6,7,3,4,1,1,5,5,2,1,1,3,1,3,3,1,5,6,1,7,1,6,7,3,1,1,1,3,1,1,4,6,6,2
8073,3,3,Lincoln County,CO,4,1,1,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,7,1,1,1,2,1,2,1,1,3,4,5,1,1,1,1,7,3,6,2,2,3,6,5,5,1,1,2,6,2,1,6,5,2,6,1,2,7,2,6,5,7,1,7,6,5,3,5,5,1,5,1,3,4,1,1,1,1,1,1,1,1,5,6,1,6,1,5,2,1,5,1,1,6,1,1,4,5,6,5
8075,32,30,Logan County,CO,3,1,1,1,3,1,5,4,2,1,3,3,1,1,3,1,2,1,1,1,2,2,2,2,2,1,1,1,2,3,2,2,1,2,2,1,1,2,1,2,3,3,1,1,1,6,1,1,1,2,2,1,1,2,5,1,1,7,2,1,1,7,3,7,2,2,2,6,4,4,1,1,5,7,6,6,4,6,2,2,1,6,3,5,6,7,6,1,5,6,4,4,6,5,2,4,1,5,3,1,1,4,3,2,2,4,4,3,6,1,3,2,6,4,1,6,2,1,7,3,1,5,5,6,7
8077,362,394,Mesa County,CO,1,4,2,1,5,5,1,5,7,1,6,3,2,2,1,2,5,1,4,4,5,5,5,4,5,1,7,2,6,2,6,1,3,3,5,5,3,6,3,7,6,4,1,6,1,6,2,4,7,2,3,7,2,2,3,7,3,1,3,1,1,7,1,3,1,1,3,4,2,3,1,3,2,6,7,5,3,5,1,2,5,6,3,6,7,7,5,1,3,5,1,3,6,6,4,3,1,6,4,1,1,5,6,4,7,6,4,4,4,1,5,5,5,5,3,4,1,1,4,5,2,6,7,5,6
8081,51,71,Moffat County,CO,3,4,1,1,3,5,1,5,3,1,7,3,3,2,5,2,4,1,2,3,2,2,2,1,2,1,1,2,2,2,3,1,2,5,2,3,4,4,1,2,2,7,1,7,1,7,1,3,2,1,2,2,1,2,4,7,3,1,1,1,1,7,4,3,3,1,4,5,3,3,1,6,2,6,3,6,1,3,1,7,7,7,4,3,6,6,6,1,5,5,4,2,6,4,4,3,3,7,3,1,1,7,4,6,4,3,7,4,5,1,5,2,6,5,3,3,1,1,6,3,2,6,7,5,6
8083,27,8,Montezuma County,CO,3,1,1,1,3,6,1,3,2,1,6,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1,1,2,2,1,2,1,2,3,1,2,2,2,2,2,2,4,1,6,1,6,1,3,2,1,3,3,1,2,1,7,2,1,2,1,1,7,2,4,2,1,3,4,1,3,1,1,2,7,7,6,2,4,1,5,3,5,6,4,7,7,3,1,3,4,4,5,6,5,6,2,2,2,6,1,1,5,3,3,2,4,5,3,4,1,4,2,5,6,2,2,1,1,2,1,3,6,7,6,6
8085,56,43,Montrose County,CO,3,3,1,1,4,4,1,5,2,1,6,2,2,1,2,1,3,1,2,3,4,4,4,2,4,1,1,1,4,2,4,1,2,3,3,2,3,4,2,3,4,4,1,6,1,6,1,3,2,1,1,6,1,2,4,7,6,1,2,1,1,7,1,2,1,1,3,4,1,2,1,1,2,6,7,6,2,2,1,5,3,7,1,5,7,7,4,1,3,4,2,4,6,5,3,3,2,5,4,1,1,4,5,3,4,5,4,3,4,1,7,3,4,3,3,4,1,1,4,4,2,6,6,5,2
8087,155,152,Morgan County,CO,3,1,1,1,4,2,1,5,3,1,5,4,3,2,4,2,3,1,4,1,3,3,3,4,2,1,1,2,3,3,4,5,2,4,2,2,3,4,1,2,3,5,5,3,1,5,1,1,2,2,3,1,1,2,2,5,3,6,4,1,1,5,4,6,3,2,3,6,5,4,1,2,4,7,7,7,4,6,6,3,1,6,3,3,3,6,4,1,6,6,3,4,7,2,2,4,1,5,2,1,1,6,5,5,5,4,6,3,5,1,4,2,5,6,3,6,1,1,7,6,1,5,3,6,2
8089,17,14,Otero County,CO,3,1,2,1,3,2,1,5,1,1,5,3,1,3,3,4,3,1,1,1,2,2,2,1,2,1,1,3,2,2,2,1,2,2,1,1,2,2,1,2,3,4,1,4,1,6,1,1,1,2,6,2,1,1,1,4,6,7,3,1,1,7,2,6,1,2,4,6,4,5,1,1,2,7,7,6,3,5,2,5,5,7,1,6,5,6,7,1,1,6,3,6,7,3,7,3,2,6,5,1,1,4,4,2,4,3,3,6,6,1,7,2,7,7,3,4,1,1,3,3,1,3,3,6,7
8091,4,3,Ouray County,CO,4,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,5,1,1,1,7,1,3,1,1,1,6,1,2,5,5,6,1,4,1,1,7,1,3,1,1,6,7,4,6,1,2,2,7,6,6,7,6,1,7,3,7,1,6,7,7,1,1,7,5,7,1,5,7,2,4,4,2,6,1,1,3,1,1,1,1,2,7,6,1,7,1,6,3,1,2,1,1,1,1,2,7,7,4,6
8093,28,25,Park County,CO,1,1,1,1,2,7,1,4,2,1,3,4,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,4,2,6,1,2,1,1,1,1,1,1,1,4,1,7,1,6,1,2,1,2,1,5,1,2,7,4,2,1,2,1,1,7,2,5,2,2,5,7,6,7,1,2,2,5,2,1,1,3,1,4,7,5,1,5,7,2,4,1,1,1,7,1,4,7,1,1,7,1,4,1,1,4,2,1,1,3,3,7,7,1,6,1,7,6,1,1,1,1,5,1,2,7,7,5,6
8095,5,5,Phillips County,CO,4,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,7,2,7,1,2,2,6,4,4,1,3,4,7,7,6,6,2,2,3,1,7,7,7,5,7,1,1,1,4,4,3,6,5,1,6,1,3,3,1,1,1,1,1,1,1,1,3,6,1,2,1,5,3,1,7,1,1,7,6,1,4,7,7,6
8097,28,35,Pitkin County,CO,3,1,1,1,4,2,1,4,1,1,4,3,1,1,1,1,5,1,1,2,2,1,3,1,3,1,1,1,3,3,1,5,2,1,3,1,1,2,1,2,2,4,1,2,1,5,1,3,1,2,2,7,1,2,2,6,1,1,5,1,1,7,1,2,1,2,7,7,5,6,1,3,1,5,5,5,1,1,2,7,7,7,6,7,7,7,7,1,5,7,7,1,6,7,1,1,1,7,4,1,1,1,3,1,1,3,1,7,7,1,7,2,6,4,1,2,1,1,1,3,1,7,7,4,6
8099,5,10,Prowers County,CO,3,1,1,1,2,2,1,3,1,1,3,2,1,1,1,1,3,1,1,1,2,2,2,4,1,1,1,1,1,2,4,1,1,1,2,1,1,2,3,7,2,3,1,2,2,5,1,1,7,1,1,5,1,1,3,4,5,6,2,1,1,7,2,6,2,2,3,6,6,6,1,2,3,7,6,1,3,5,1,6,3,7,4,4,6,5,1,1,2,7,4,6,7,2,2,2,1,5,4,1,1,1,3,2,4,3,1,4,6,1,6,2,6,2,3,5,1,1,5,3,1,3,6,7,6
8101,179,192,Pueblo County,CO,1,1,5,1,6,5,1,5,5,1,7,4,6,2,5,2,5,1,6,4,5,6,5,5,5,1,1,2,6,3,6,4,6,5,6,7,7,6,2,5,6,7,1,7,1,3,3,1,5,2,3,7,1,2,1,7,6,1,3,5,1,7,2,6,1,2,4,6,5,6,1,1,1,6,6,1,2,5,2,5,6,7,3,4,6,7,2,1,4,6,2,5,7,5,5,3,1,6,7,1,1,7,6,7,6,7,7,6,7,1,7,5,6,5,3,3,1,1,3,3,1,5,5,6,6
8103,5,12,Rio Blanco County,CO,4,4,1,1,1,4,1,3,2,1,1,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,4,1,1,1,1,1,1,4,1,2,1,4,1,3,1,1,2,3,1,2,4,5,3,1,2,1,1,7,4,3,2,1,3,5,2,3,1,4,2,6,4,1,6,3,1,7,2,7,1,4,7,6,6,1,7,6,6,2,5,7,5,4,1,6,4,1,1,5,1,3,1,1,5,4,5,1,5,1,6,5,1,1,1,1,5,3,2,6,7,5,2
8105,1,6,Rio Grande County,CO,3,1,1,1,2,2,1,5,1,1,6,2,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,4,1,6,1,7,1,3,1,1,1,6,1,3,6,4,4,1,3,1,1,7,2,3,1,1,5,7,6,7,3,5,4,7,7,7,7,5,1,7,1,6,5,6,7,5,1,1,1,6,6,5,7,4,5,3,3,5,6,1,1,1,2,1,2,2,1,6,7,1,3,1,7,4,2,6,1,1,1,7,1,4,6,4,5
8107,55,79,Routt County,CO,3,1,1,1,3,7,1,4,2,1,5,3,2,1,4,1,4,1,2,2,2,2,3,2,3,1,1,1,3,3,2,4,2,4,4,2,2,2,2,2,2,5,1,6,1,7,1,3,2,1,2,7,1,2,4,6,6,1,4,1,1,6,1,3,1,2,5,5,6,6,3,1,3,6,5,1,2,3,1,7,7,7,1,7,7,7,5,1,4,6,7,1,5,7,1,1,1,7,3,1,1,6,3,4,2,3,6,5,6,1,6,2,6,6,2,3,1,1,1,2,2,7,7,4,5
8109,1,0,Saguache County,CO,4,1,1,1,1,2,1,4,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,3,1,1,2,5,1,3,6,4,3,1,1,1,1,7,2,4,1,1,7,7,6,7,3,1,3,6,4,7,1,4,1,7,1,7,1,4,7,2,1,1,7,6,7,7,7,2,5,1,4,4,5,1,1,1,1,1,1,1,1,7,7,1,6,1,7,4,1,6,1,1,1,6,1,3,1,4,6
8113,0,4,San Miguel County,CO,4,3,1,1,2,7,1,5,2,1,2,2,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,2,1,1,1,1,1,1,4,6,1,6,1,1,1,3,1,2,7,4,1,2,4,6,3,1,3,1,1,7,1,4,1,1,5,7,1,3,1,3,1,6,3,1,1,1,1,5,7,7,7,7,7,6,7,1,6,7,7,3,6,7,1,1,1,7,6,1,1,4,2,2,1,1,3,7,4,1,7,1,4,7,1,1,1,1,2,1,2,7,7,5,6
8115,0,2,Sedgwick County,CO,4,1,1,1,1,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,2,6,1,1,1,1,1,1,1,1,5,1,1,6,2,1,1,7,1,7,1,2,2,5,6,5,1,2,4,7,6,1,4,7,2,3,2,7,1,1,7,7,1,1,5,5,5,2,6,4,1,6,2,1,3,1,1,1,1,1,1,1,1,3,6,1,2,1,5,3,1,6,1,1,7,6,2,2,7,7,2
8117,44,51,Summit County,CO,3,1,1,1,4,6,1,4,1,1,6,4,1,1,1,1,3,1,2,2,2,2,4,3,4,1,1,1,3,4,3,6,2,1,1,3,1,2,1,3,2,1,1,6,1,1,1,1,3,2,1,6,1,2,4,5,2,1,6,1,1,7,2,3,1,2,6,7,5,7,1,2,2,5,3,1,2,7,2,7,7,7,6,6,7,6,7,1,7,7,7,2,6,7,1,1,1,7,4,1,1,1,4,1,2,4,1,7,7,1,6,2,6,4,1,1,1,1,4,1,2,7,7,5,6
8119,40,50,Teller County,CO,1,1,1,1,4,4,1,5,2,1,6,4,2,1,3,1,3,1,2,3,2,5,3,2,3,1,1,1,3,4,2,6,2,3,2,3,4,3,1,2,2,4,1,7,1,5,2,1,2,2,2,7,1,2,4,5,2,1,4,1,1,7,2,6,2,2,6,7,5,7,1,4,6,5,3,1,1,1,3,4,4,7,3,7,7,4,6,1,3,1,7,1,3,7,2,5,6,3,4,1,1,5,4,2,3,4,4,7,7,1,7,2,5,4,1,1,1,1,4,1,2,7,5,6,6
8121,6,8,Washington County,CO,4,1,1,1,1,1,1,5,2,1,1,3,1,3,3,4,1,1,2,1,1,1,1,2,1,1,1,3,1,3,1,4,1,3,3,1,2,1,1,1,2,3,1,1,1,5,1,1,1,2,6,1,1,1,6,1,3,1,1,1,1,6,4,6,2,2,2,6,3,4,1,1,2,6,4,1,6,2,1,1,1,7,1,5,2,2,7,1,7,5,5,3,4,5,1,5,3,4,4,1,1,5,1,3,1,1,5,4,6,1,3,1,5,7,1,6,1,1,7,3,1,3,4,6,5
8123,784,803,Weld County,CO,1,1,2,1,5,5,5,6,7,1,5,7,4,5,4,3,6,2,6,5,5,6,6,6,5,1,1,7,7,5,7,5,4,6,6,4,5,7,4,5,6,4,7,3,4,6,4,4,6,5,7,3,1,4,3,7,3,6,6,1,1,6,3,6,2,2,3,6,3,4,1,1,6,7,7,7,4,4,6,2,4,5,4,4,5,4,5,1,6,6,1,4,7,4,4,6,4,6,3,4,1,6,6,5,7,7,5,4,6,1,5,6,5,7,3,7,6,1,6,6,2,7,3,6,6
8125,21,13,Yuma County,CO,3,1,1,1,1,1,1,5,1,1,1,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,3,6,1,1,1,6,1,1,1,2,6,2,1,1,6,1,1,6,2,1,1,7,2,7,1,2,1,5,4,4,1,2,4,7,6,7,7,4,1,5,1,7,7,7,6,6,7,1,1,6,4,4,6,4,1,6,1,4,3,1,1,1,1,1,1,2,1,3,6,1,3,1,5,7,1,7,1,1,6,6,1,4,6,7,6
9001,2173,2288,Fairfield County,CT,1,7,7,6,7,7,7,6,6,4,7,7,7,7,6,7,7,7,6,7,7,7,6,7,6,6,7,7,7,6,7,7,5,5,7,4,7,7,7,7,7,6,7,7,1,6,7,6,6,7,7,7,5,3,3,6,7,7,6,7,7,4,7,5,7,7,7,7,7,7,1,4,1,2,6,1,4,6,6,2,7,4,6,6,7,7,7,1,1,6,1,1,7,6,3,6,2,7,2,7,7,6,7,7,7,7,6,7,7,7,5,6,7,5,7,1,6,2,4,3,4,7,6,2,7
9003,1596,1637,Hartford County,CT,1,7,7,6,7,7,6,6,4,4,7,5,7,7,5,5,7,7,7,7,6,7,6,7,6,7,7,7,7,6,7,7,6,2,7,5,7,7,7,7,7,4,6,7,1,3,7,6,6,7,7,6,5,3,2,5,7,6,7,7,1,1,6,5,6,7,7,7,6,6,5,2,3,5,7,1,5,6,6,4,7,5,6,6,5,7,6,5,2,7,1,2,7,5,5,5,2,7,2,7,7,4,7,7,7,7,5,5,6,7,2,7,5,6,7,2,6,2,2,6,5,7,5,2,7
9005,243,266,Litchfield County,CT,2,7,7,5,7,7,6,6,4,5,7,5,6,6,4,6,6,6,5,7,5,7,5,6,5,7,7,7,6,6,6,7,4,3,6,4,6,5,6,5,7,3,6,7,1,5,7,6,5,7,6,4,4,4,4,5,5,1,4,6,1,3,6,5,6,7,6,7,7,6,3,6,6,3,6,1,6,5,7,2,6,5,6,6,7,7,7,1,1,4,3,1,6,6,2,6,6,6,2,6,6,4,6,7,6,7,5,6,7,7,3,5,7,4,7,2,5,3,2,5,5,7,6,2,7
9007,329,341,Middlesex County,CT,1,7,7,5,7,7,6,6,4,1,7,6,6,6,4,5,7,7,6,7,5,7,6,7,6,6,7,7,7,6,6,7,5,2,7,5,7,6,6,7,7,2,6,7,4,5,7,5,5,7,7,6,4,4,5,5,6,7,4,6,1,1,7,4,7,6,7,7,6,6,1,2,3,4,6,1,5,6,7,4,6,5,4,6,6,7,5,1,1,5,3,1,6,7,3,6,6,7,1,7,7,3,7,7,7,7,4,6,6,7,3,6,6,4,7,1,6,1,4,5,4,7,7,2,7
9009,1130,1191,New Haven County,CT,1,7,7,6,7,7,7,6,6,4,7,7,7,7,5,6,7,7,6,7,6,7,6,7,6,6,7,7,7,6,6,7,5,3,7,5,7,7,7,7,7,4,6,7,1,5,7,6,7,7,7,7,5,5,2,6,7,6,7,7,1,4,7,5,7,7,7,7,6,6,1,2,3,3,6,1,5,6,5,5,7,5,5,5,5,7,6,1,2,7,2,2,7,5,5,4,3,7,2,7,7,5,7,7,7,7,5,7,7,7,4,6,6,5,7,1,6,1,4,5,5,7,5,2,7
9011,409,433,New London County,CT,1,6,7,5,7,7,7,6,6,1,7,4,6,6,4,5,6,6,6,7,5,7,5,6,5,6,6,7,7,6,6,6,4,2,6,4,7,7,7,5,7,1,6,7,1,6,6,5,5,7,6,5,4,5,2,6,7,6,5,6,1,1,7,4,7,6,7,7,6,5,1,2,6,2,5,1,3,7,7,5,7,5,6,5,5,6,7,1,2,7,3,1,6,6,2,5,2,6,3,6,6,1,7,7,7,7,4,4,6,7,3,6,6,4,7,1,6,2,4,4,5,7,7,2,7
9013,289,297,Tolland County,CT,1,6,7,5,7,7,6,6,5,1,7,4,6,6,4,4,7,6,6,7,5,7,5,6,5,7,7,7,6,5,6,6,5,2,6,4,7,6,6,6,7,3,6,7,1,1,6,5,5,6,6,6,3,4,6,4,6,1,5,6,7,1,7,4,7,7,7,7,7,6,3,3,6,5,6,1,2,5,7,2,7,4,3,6,5,4,6,1,2,5,1,1,6,7,2,6,7,7,1,6,6,4,6,7,7,7,5,5,6,7,3,6,6,5,7,1,5,2,2,6,5,7,2,1,7
